Feature_Count,Accuracy,Precision,Recall,F1_Score
62,0.9998879501602312,1.0,0.9998047180128105,0.9999023494717106
38,0.9998431302243238,0.9999218780516386,0.9998047180128105,0.9998632946001367
28,0.99982072025637,0.999921875,0.9997656616153726,0.9998437622060776
23,0.9998431302243238,0.9999609359740614,0.9997656616153726,0.9998632892603949
